,index,country,year,population,gdp,co2,co2_growth_prct
8479,36136,Saint Vincent and the Grenadines,2008,110333.0,,0.22,-6.25
8480,36137,Saint Vincent and the Grenadines,2009,109852.0,,0.278,26.667
8481,36138,Saint Vincent and the Grenadines,2010,109324.0,,0.22,-21.053
8482,36139,Saint Vincent and the Grenadines,2011,108722.0,,0.216,-1.667
8483,36140,Saint Vincent and the Grenadines,2012,108105.0,,0.231,6.78
8484,36141,Saint Vincent and the Grenadines,2013,107469.0,,0.22,-4.762
8485,36142,Saint Vincent and the Grenadines,2014,106934.0,,0.253,15.0
8486,36143,Saint Vincent and the Grenadines,2015,106493.0,,0.234,-7.246
8487,36144,Saint Vincent and the Grenadines,2016,105971.0,,0.242,3.125
8488,36145,Saint Vincent and the Grenadines,2017,105568.0,,0.216,-10.606
8489,36146,Saint Vincent and the Grenadines,2018,105297.0,,0.242,11.864
8490,36147,Saint Vincent and the Grenadines,2019,104940.0,,0.227,-6.061
8491,36148,Saint Vincent and the Grenadines,2020,104644.0,,0.194,-14.62
8492,36149,Saint Vincent and the Grenadines,2021,104340.0,,0.214,10.164
8493,36280,Samoa,1980,164921.0,,0.077,-8.696
8494,36281,Samoa,1981,166201.0,,0.077,0.0
8495,36282,Samoa,1982,166899.0,,0.066,-14.286
8496,36283,Samoa,1983,166956.0,,0.066,0.0
8497,36284,Samoa,1984,166790.0,,0.066,0.0
8498,36285,Samoa,1985,166533.0,,0.077,16.667
8499,36286,Samoa,1986,166369.0,,0.081,4.762
8500,36287,Samoa,1987,166786.0,,0.081,0.0
8501,36288,Samoa,1988,167464.0,,0.084,4.545
8502,36289,Samoa,1989,167904.0,,0.084,0.0
8503,36290,Samoa,1990,168202.0,,0.088,4.348
8504,36291,Samoa,1991,168713.0,,0.095,8.333
8505,36292,Samoa,1992,169817.0,,0.099,3.846
8506,36293,Samoa,1993,171375.0,,0.103,3.704
8507,36294,Samoa,1994,173120.0,,0.095,-7.143
8508,36295,Samoa,1995,174917.0,,0.114,19.231
8509,36296,Samoa,1996,176732.0,,0.125,9.677
8510,36297,Samoa,1997,178555.0,,0.125,0.0
8511,36298,Samoa,1998,180392.0,,0.143,14.706
8512,36299,Samoa,1999,182224.0,,0.136,-5.128
8513,36300,Samoa,2000,184022.0,,0.143,5.405
8514,36301,Samoa,2001,185542.0,,0.154,7.692
8515,36302,Samoa,2002,186645.0,,0.161,4.762
8516,36303,Samoa,2003,187455.0,,0.158,-2.273
8517,36304,Samoa,2004,188083.0,,0.165,4.651
8518,36305,Samoa,2005,188634.0,,0.169,2.222
8519,36306,Samoa,2006,189384.0,,0.172,2.174
8520,36307,Samoa,2007,190490.0,,0.18,4.255
8521,36308,Samoa,2008,191791.0,,0.161,-10.204
8522,36309,Samoa,2009,193189.0,,0.169,4.545
8523,36310,Samoa,2010,194686.0,,0.183,8.696
8524,36311,Samoa,2011,196364.0,,0.191,4.0
8525,36312,Samoa,2012,198131.0,,0.187,-1.923
8526,36313,Samoa,2013,199952.0,,0.194,3.922
8527,36314,Samoa,2014,201769.0,,0.202,3.774
8528,36315,Samoa,2015,203586.0,,0.227,12.727
8529,36316,Samoa,2016,205559.0,,0.238,4.839
8530,36317,Samoa,2017,207642.0,,0.245,3.077
8531,36318,Samoa,2018,209715.0,,0.238,-2.985
8532,36319,Samoa,2019,211915.0,,0.271,13.846
8533,36320,Samoa,2020,214934.0,,0.286,5.542
8534,36321,Samoa,2021,218781.0,,0.294,2.767
8535,36452,Sao Tome and Principe,1980,97225.0,299108000.0,0.04,22.222
8536,36453,Sao Tome and Principe,1981,99186.0,267168000.0,0.044,9.091
8537,36454,Sao Tome and Principe,1982,100949.0,276065984.0,0.048,8.333
8538,36455,Sao Tome and Principe,1983,102664.0,265600000.0,0.055,15.385
8539,36456,Sao Tome and Principe,1984,104514.0,249594000.0,0.051,-6.667
8540,36457,Sao Tome and Principe,1985,106624.0,272688000.0,0.055,7.143
8541,36458,Sao Tome and Principe,1986,108978.0,256308000.0,0.051,-6.667
8542,36459,Sao Tome and Principe,1987,111627.0,250591008.0,0.051,0.0
8543,36460,Sao Tome and Principe,1988,114528.0,254744992.0,0.048,-7.143
8544,36461,Sao Tome and Principe,1989,117458.0,261708000.0,0.048,0.0
8545,36462,Sao Tome and Principe,1990,120355.0,257172000.0,0.048,0.0
8546,36463,Sao Tome and Principe,1991,123101.0,262157968.0,0.048,0.0
8547,36464,Sao Tome and Principe,1992,125663.0,264441184.0,0.048,0.0
8548,36465,Sao Tome and Principe,1993,128195.0,268616544.0,0.048,0.0
8549,36466,Sao Tome and Principe,1994,130679.0,275609568.0,0.048,0.0
8550,36467,Sao Tome and Principe,1995,133094.0,281874144.0,0.048,0.0
8551,36468,Sao Tome and Principe,1996,135423.0,288736960.0,0.048,0.0
8552,36469,Sao Tome and Principe,1997,137672.0,291643200.0,0.048,0.0
8553,36470,Sao Tome and Principe,1998,139801.0,300902176.0,0.048,0.0
8554,36471,Sao Tome and Principe,1999,141823.0,310102880.0,0.048,0.0
8555,36472,Sao Tome and Principe,2000,143729.0,312853568.0,0.048,0.0
8556,36473,Sao Tome and Principe,2001,146271.0,323367296.0,0.051,7.692
8557,36474,Sao Tome and Principe,2002,149852.0,330763136.0,0.059,14.286
8558,36475,Sao Tome and Principe,2003,153774.0,356840544.0,0.066,12.5
8559,36476,Sao Tome and Principe,2004,157714.0,370949152.0,0.073,11.111
8560,36477,Sao Tome and Principe,2005,161697.0,400193568.0,0.077,5.0
8561,36478,Sao Tome and Principe,2006,165739.0,436915680.0,0.084,9.524
8562,36479,Sao Tome and Principe,2007,169859.0,454094464.0,0.084,0.0
8563,36480,Sao Tome and Principe,2008,174019.0,491548800.0,0.084,0.0
8564,36481,Sao Tome and Principe,2009,178145.0,507380512.0,0.092,8.696
8565,36482,Sao Tome and Principe,2010,182154.0,544428736.0,0.099,8.0
8566,36483,Sao Tome and Principe,2011,186058.0,572220032.0,0.099,0.0
8567,36484,Sao Tome and Principe,2012,189936.0,588710976.0,0.117,18.519
8568,36485,Sao Tome and Principe,2013,193765.0,619718016.0,0.121,3.125
8569,36486,Sao Tome and Principe,2014,197511.0,660060032.0,0.117,-3.03
8570,36487,Sao Tome and Principe,2015,201142.0,687729984.0,0.121,3.125
8571,36488,Sao Tome and Principe,2016,204640.0,717552000.0,0.125,3.03
8572,36489,Sao Tome and Principe,2017,208050.0,748015744.0,0.128,2.941
8573,36490,Sao Tome and Principe,2018,211358.0,762655232.0,0.132,2.857
8574,36491,Sao Tome and Principe,2019,214612.0,,0.132,0.0
8575,36492,Sao Tome and Principe,2020,218650.0,,0.124,-5.691
8576,36493,Sao Tome and Principe,2021,223118.0,,0.132,6.093
8577,36624,Saudi Arabia,1980,10171712.0,210662326272.0,169.24,22.634
8578,36625,Saudi Arabia,1981,10678218.0,227352166400.0,175.305,3.583
8579,36626,Saudi Arabia,1982,11201155.0,231114686464.0,157.893,-9.932
8580,36627,Saudi Arabia,1983,11746019.0,206256832512.0,160.837,1.864
8581,36628,Saudi Arabia,1984,12310362.0,206035222528.0,155.512,-3.311
8582,36629,Saudi Arabia,1985,12890250.0,192246218752.0,172.421,10.873
8583,36630,Saudi Arabia,1986,13483356.0,180536016896.0,204.604,18.665
8584,36631,Saudi Arabia,1987,14089800.0,188872491008.0,190.447,-6.919
8585,36632,Saudi Arabia,1988,14713717.0,194907914240.0,202.252,6.199
8586,36633,Saudi Arabia,1989,15353231.0,201950986240.0,203.424,0.579
8587,36634,Saudi Arabia,1990,16004768.0,230231015424.0,208.497,2.494
8588,36635,Saudi Arabia,1991,16654283.0,279282647040.0,288.546,38.393
8589,36636,Saudi Arabia,1992,17281352.0,306153193472.0,316.175,9.575
8590,36637,Saudi Arabia,1993,17846472.0,318108073984.0,340.642,7.739
8591,36638,Saudi Arabia,1994,18367526.0,336600596480.0,328.139,-3.671
8592,36639,Saudi Arabia,1995,18888862.0,354480717824.0,262.421,-20.027
8593,36640,Saudi Arabia,1996,19410278.0,381901504512.0,258.275,-1.58
8594,36641,Saudi Arabia,1997,19938380.0,404884848640.0,215.807,-16.443
8595,36642,Saudi Arabia,1998,20472576.0,436679278592.0,207.24,-3.97
8596,36643,Saudi Arabia,1999,21009664.0,440714592256.0,225.986,9.045
8597,36644,Saudi Arabia,2000,21547398.0,488694415360.0,296.364,31.143
8598,36645,Saudi Arabia,2001,22085932.0,507467235328.0,296.588,0.076
8599,36646,Saudi Arabia,2002,22623412.0,518914113536.0,325.698,9.815
8600,36647,Saudi Arabia,2003,23150850.0,608022953984.0,326.517,0.252
8601,36648,Saudi Arabia,2004,23661804.0,691927973888.0,394.585,20.847
8602,36649,Saudi Arabia,2005,24397652.0,770496462848.0,395.855,0.322
8603,36650,Saudi Arabia,2006,25382870.0,835772416000.0,431.292,8.952
8604,36651,Saudi Arabia,2007,26400066.0,898734227456.0,386.507,-10.384
8605,36652,Saudi Arabia,2008,27437352.0,1008968663040.0,432.336,11.857
8606,36653,Saudi Arabia,2009,28483800.0,1045205417984.0,465.844,7.75
8607,36654,Saudi Arabia,2010,29411930.0,1159438139392.0,517.716,11.135
8608,36655,Saudi Arabia,2011,30150952.0,1355526832128.0,497.659,-3.874
8609,36656,Saudi Arabia,2012,30821554.0,1438371676160.0,566.826,13.898
8610,36657,Saudi Arabia,2013,31482502.0,1486736457728.0,544.564,-3.927
8611,36658,Saudi Arabia,2014,32125570.0,1550550827008.0,612.842,12.538
8612,36659,Saudi Arabia,2015,32749838.0,1621729738752.0,678.849,10.771
8613,36660,Saudi Arabia,2016,33416272.0,1649723179008.0,642.86,-5.302
8614,36661,Saudi Arabia,2017,34193120.0,1637482233856.0,643.639,0.121
8615,36662,Saudi Arabia,2018,35018132.0,1677338607616.0,626.191,-2.711
8616,36663,Saudi Arabia,2019,35827364.0,,656.481,4.837
8617,36664,Saudi Arabia,2020,35997108.0,,661.193,0.718
8618,36665,Saudi Arabia,2021,35950396.0,,672.38,1.692
8619,36796,Senegal,1980,5703873.0,11696174080.0,3.336,15.522
8620,36797,Senegal,1981,5852029.0,11610721280.0,3.28,-1.696
8621,36798,Senegal,1982,6008391.0,13375981568.0,3.037,-7.418
8622,36799,Senegal,1983,6171882.0,13711421440.0,2.611,-14.001
8623,36800,Senegal,1984,6341803.0,13074190336.0,3.284,25.762
8624,36801,Senegal,1985,6520707.0,13570220032.0,2.651,-19.295
8625,36802,Senegal,1986,6710889.0,14225651712.0,2.636,-0.53
8626,36803,Senegal,1987,6909836.0,14808651776.0,2.425,-8.036
8627,36804,Senegal,1988,7113639.0,15564026880.0,2.711,11.806
8628,36805,Senegal,1989,7321837.0,15304410112.0,3.662,35.084
8629,36806,Senegal,1990,7536003.0,15993263104.0,3.139,-14.284
8630,36807,Senegal,1991,7754296.0,16307771392.0,3.379,7.659
8631,36808,Senegal,1992,7974512.0,16415511552.0,3.423,1.286
8632,36809,Senegal,1993,8196551.0,16529391616.0,3.539,3.39
8633,36810,Senegal,1994,8417001.0,16428695552.0,3.837,8.428
8634,36811,Senegal,1995,8632684.0,17210296320.0,3.43,-10.603
8635,36812,Senegal,1996,8843426.0,17466716160.0,3.664,6.823
8636,36813,Senegal,1997,9051545.0,17903980544.0,3.182,-13.148
8637,36814,Senegal,1998,9261531.0,18848458752.0,3.334,4.751
8638,36815,Senegal,1999,9478565.0,19929669632.0,3.604,8.1
8639,36816,Senegal,2000,9704291.0,20451864576.0,3.902,8.282
8640,36817,Senegal,2001,9938028.0,21264652288.0,4.258,9.125
8641,36818,Senegal,2002,10180944.0,21278959616.0,4.437,4.2
8642,36819,Senegal,2003,10434505.0,22579513344.0,4.928,11.057
8643,36820,Senegal,2004,10698699.0,23766556672.0,5.238,6.306
8644,36821,Senegal,2005,10974066.0,24954050560.0,5.539,5.74
8645,36822,Senegal,2006,11263389.0,25426415616.0,4.422,-20.158
8646,36823,Senegal,2007,11563878.0,26522044416.0,4.863,9.953
8647,36824,Senegal,2008,11872933.0,27345926144.0,4.74,-2.514
8648,36825,Senegal,2009,12195028.0,27841705984.0,5.258,10.914
8649,36826,Senegal,2010,12530128.0,28867536896.0,6.862,30.522
8650,36827,Senegal,2011,12875878.0,29228466176.0,7.819,13.938
8651,36828,Senegal,2012,13231840.0,30546520064.0,7.362,-5.841
8652,36829,Senegal,2013,13595571.0,31644256256.0,7.853,6.663
8653,36830,Senegal,2014,13970314.0,33021583360.0,8.724,11.101
8654,36831,Senegal,2015,14356191.0,35168681984.0,9.845,12.85
8655,36832,Senegal,2016,14751356.0,37469413376.0,10.016,1.73
8656,36833,Senegal,2017,15157793.0,40244772864.0,10.76,7.433
8657,36834,Senegal,2018,15574910.0,42805547008.0,11.33,5.3
8658,36835,Senegal,2019,16000783.0,,12.761,12.63
8659,36836,Senegal,2020,16436120.0,,12.744,-0.138
8660,36837,Senegal,2021,16876726.0,,13.598,6.702
8661,36968,Serbia,1980,7777013.0,81369661440.0,46.836,-1.709
8662,36969,Serbia,1981,7814393.0,82956337152.0,50.965,8.816
8663,36970,Serbia,1982,7841807.0,83705487360.0,46.795,-8.18
8664,36971,Serbia,1983,7866039.0,82130100224.0,50.385,7.671
8665,36972,Serbia,1984,7889240.0,83622551552.0,53.131,5.449
8666,36973,Serbia,1985,7912073.0,83673825280.0,54.189,1.992
8667,36974,Serbia,1986,7931910.0,86531391488.0,56.581,4.413
8668,36975,Serbia,1987,7948309.0,85105491968.0,55.224,-2.397
8669,36976,Serbia,1988,7963944.0,83849584640.0,56.975,3.17
8670,36977,Serbia,1989,7977876.0,85287247872.0,56.793,-0.319
8671,36978,Serbia,1990,7987530.0,75948515328.0,56.448,-0.608
8672,36979,Serbia,1991,7964455.0,68665327616.0,39.985,-29.166
8673,36980,Serbia,1992,7943504.0,50650013696.0,43.684,9.253
8674,36981,Serbia,1993,7957074.0,36015632384.0,38.096,-12.793
8675,36982,Serbia,1994,7969952.0,37817208832.0,37.04,-2.771
8676,36983,Serbia,1995,7982463.0,40959922176.0,39.141,5.671
8677,36984,Serbia,1996,7993447.0,44013043712.0,45.825,17.076
8678,36985,Serbia,1997,7997524.0,48378785792.0,49.265,7.507
8679,36986,Serbia,1998,7985509.0,50685452288.0,51.882,5.313
8680,36987,Serbia,1999,7959748.0,42474164224.0,35.791,-31.015
8681,36988,Serbia,2000,7935023.0,46079098880.0,44.95,25.592
8682,36989,Serbia,2001,7917792.0,49386606592.0,49.308,9.695
8683,36990,Serbia,2002,7904272.0,53983948800.0,52.23,5.926
8684,36991,Serbia,2003,7887466.0,57552822272.0,55.824,6.88
8685,36992,Serbia,2004,7863399.0,64033292288.0,60.167,7.78
8686,36993,Serbia,2005,7830944.0,69008318464.0,51.634,-14.182
8687,36994,Serbia,2006,7794792.0,74031546368.0,60.838,17.826
8688,36995,Serbia,2007,7758181.0,80197312512.0,59.554,-2.11
8689,36996,Serbia,2008,7722801.0,86373416960.0,51.778,-13.057
8690,36997,Serbia,2009,7688037.0,85427576832.0,45.895,-11.362
8691,36998,Serbia,2010,7653749.0,87870480384.0,45.696,-0.433
8692,36999,Serbia,2011,7620925.0,91111448576.0,48.957,7.135
8693,37000,Serbia,2012,7591357.0,90113466368.0,43.744,-10.648
8694,37001,Serbia,2013,7566674.0,92449742848.0,44.569,1.886
8695,37002,Serbia,2014,7543965.0,90886283264.0,37.208,-16.516
8696,37003,Serbia,2015,7519501.0,91611774976.0,43.777,17.656
8697,37004,Serbia,2016,7493288.0,94185455616.0,45.04,2.884
8698,37005,Serbia,2017,7464882.0,95918284800.0,45.53,1.087
8699,37006,Serbia,2018,7433825.0,99972055040.0,44.32,-2.656
8700,37007,Serbia,2019,7401056.0,,44.344,0.054
8701,37008,Serbia,2020,7358010.0,,44.549,0.462
8702,37009,Serbia,2021,7296771.0,,30.869,-30.708
8703,37027,Seychelles,1980,65310.0,411136000.0,0.095,-21.212
8704,37028,Seychelles,1981,65951.0,385320000.0,0.099,3.846
8705,37029,Seychelles,1982,66453.0,376089984.0,0.084,-14.815
8706,37030,Seychelles,1983,66879.0,372108000.0,0.099,17.391
8707,37031,Seychelles,1984,67363.0,397980000.0,0.099,0.0
8708,37032,Seychelles,1985,67854.0,441195008.0,0.15,51.852
8709,37033,Seychelles,1986,68343.0,448868000.0,0.165,9.756
8710,37034,Seychelles,1987,68925.0,464236000.0,0.202,22.222
8711,37035,Seychelles,1988,69605.0,490865984.0,0.198,-1.818
8712,37036,Seychelles,1989,70360.0,542849984.0,0.234,18.519
8713,37037,Seychelles,1990,71073.0,584969024.0,0.15,-35.938
8714,37038,Seychelles,1991,71773.0,617088512.0,0.172,14.634
8715,37039,Seychelles,1992,72435.0,679251008.0,0.172,0.0
8716,37040,Seychelles,1993,73057.0,730723712.0,0.183,6.383
8717,37041,Seychelles,1994,73863.0,744501056.0,0.202,10.0
8718,37042,Seychelles,1995,74753.0,760132160.0,0.198,-1.818
8719,37043,Seychelles,1996,75570.0,795643264.0,0.234,18.519
8720,37044,Seychelles,1997,76554.0,929711808.0,0.275,17.188
8721,37045,Seychelles,1998,77683.0,1062691392.0,0.289,5.333
8722,37046,Seychelles,1999,78848.0,1110391424.0,0.304,5.063
8723,37047,Seychelles,2000,80073.0,1136006784.0,0.315,3.614
8724,37048,Seychelles,2001,81278.0,1137693056.0,0.344,9.302
8725,37049,Seychelles,2002,82448.0,1181094272.0,0.348,1.064
8726,37050,Seychelles,2003,83613.0,1134551424.0,0.341,-2.105
8727,37051,Seychelles,2004,84733.0,1140079488.0,0.37,8.602
8728,37052,Seychelles,2005,85907.0,1274495360.0,0.381,2.97
8729,37053,Seychelles,2006,87110.0,1430092032.0,0.385,0.962
8730,37054,Seychelles,2007,88339.0,1619623040.0,0.403,4.762
8731,37055,Seychelles,2008,89660.0,1625803008.0,0.414,2.727
8732,37056,Seychelles,2009,91046.0,1630727680.0,0.44,6.195
8733,37057,Seychelles,2010,92424.0,1772951680.0,0.443,0.833
8734,37058,Seychelles,2011,93842.0,1917505024.0,0.407,-8.264
8735,37059,Seychelles,2012,95319.0,1991699968.0,0.425,4.505
8736,37060,Seychelles,2013,96730.0,2096275968.0,0.414,-2.586
8737,37061,Seychelles,2014,98016.0,2231000064.0,0.458,10.619
8738,37062,Seychelles,2015,99260.0,2363480064.0,0.498,8.8
8739,37063,Seychelles,2016,100521.0,2476032000.0,0.553,11.029
8740,37064,Seychelles,2017,101828.0,2589720576.0,0.575,3.974
8741,37065,Seychelles,2018,103120.0,2794612992.0,0.601,4.459
8742,37066,Seychelles,2019,104386.0,,0.594,-1.22
8743,37067,Seychelles,2020,105545.0,,0.538,-9.297
8744,37068,Seychelles,2021,106486.0,,0.568,5.553
8745,37299,Sierra Leone,1980,3367486.0,5282639872.0,0.608,-10.27
8746,37300,Sierra Leone,1981,3437109.0,5494230016.0,0.692,13.855
8747,37301,Sierra Leone,1982,3509202.0,5589919744.0,0.553,-20.106
8748,37302,Sierra Leone,1983,3585781.0,5584949760.0,0.689,24.503
8749,37303,Sierra Leone,1984,3666263.0,5825783808.0,0.616,-10.638
8750,37304,Sierra Leone,1985,3749425.0,5961829888.0,0.663,7.738
8751,37305,Sierra Leone,1986,3842925.0,6047839232.0,0.674,1.657
8752,37306,Sierra Leone,1987,3947870.0,6294624256.0,0.498,-26.087
8753,37307,Sierra Leone,1988,4056222.0,6451968000.0,0.458,-8.088
8754,37308,Sierra Leone,1989,4159166.0,6673088000.0,0.374,-18.4
8755,37309,Sierra Leone,1990,4325390.0,6912779776.0,0.517,38.235
8756,37310,Sierra Leone,1991,4378175.0,6361130496.0,0.583,12.766
8757,37311,Sierra Leone,1992,4301575.0,5753195008.0,0.319,-45.283
8758,37312,Sierra Leone,1993,4295693.0,5761167360.0,0.322,1.149
8759,37313,Sierra Leone,1994,4314956.0,5967832064.0,0.348,7.955
8760,37314,Sierra Leone,1995,4324151.0,5367842304.0,0.231,-33.684
8761,37315,Sierra Leone,1996,4347381.0,4041803264.0,0.308,33.333
8762,37316,Sierra Leone,1997,4405034.0,3333148416.0,0.224,-27.381
8763,37317,Sierra Leone,1998,4449981.0,3306703872.0,0.242,8.197
8764,37318,Sierra Leone,1999,4475156.0,3041564672.0,0.194,-19.697
8765,37319,Sierra Leone,2000,4584074.0,3156876032.0,0.33,69.811
8766,37320,Sierra Leone,2001,4857106.0,3731874048.0,0.432,31.111
8767,37321,Sierra Leone,2002,5140120.0,4723204096.0,0.502,16.102
8768,37322,Sierra Leone,2003,5350917.0,5165014528.0,0.535,6.569
8769,37323,Sierra Leone,2004,5533329.0,5509297664.0,0.52,-2.74
8770,37324,Sierra Leone,2005,5683338.0,5761186816.0,0.425,-18.31
8771,37325,Sierra Leone,2006,5809778.0,6009264128.0,0.579,36.207
8772,37326,Sierra Leone,2007,5939169.0,6495486464.0,0.487,-15.823
8773,37327,Sierra Leone,2008,6090861.0,6848798208.0,0.506,3.759
8774,37328,Sierra Leone,2009,6259845.0,7073732608.0,0.502,-0.725
8775,37329,Sierra Leone,2010,6436699.0,7455364096.0,0.542,8.029
8776,37330,Sierra Leone,2011,6612390.0,7933356032.0,0.711,31.081
8777,37331,Sierra Leone,2012,6788594.0,9134189568.0,0.832,17.01
8778,37332,Sierra Leone,2013,6964867.0,11029544960.0,1.008,21.145
8779,37333,Sierra Leone,2014,7140700.0,11528208384.0,1.11,10.182
8780,37334,Sierra Leone,2015,7314779.0,9188877312.0,1.045,-5.905
8781,37335,Sierra Leone,2016,7493918.0,9744760832.0,1.15,10.133
8782,37336,Sierra Leone,2017,7677570.0,10133819392.0,1.055,-8.28
8783,37337,Sierra Leone,2018,7861287.0,10628815872.0,1.037,-1.736
8784,37338,Sierra Leone,2019,8046830.0,,1.191,14.841
8785,37339,Sierra Leone,2020,8233973.0,,1.216,2.156
8786,37340,Sierra Leone,2021,8420642.0,,1.299,6.817
8787,37571,Singapore,1980,2400734.0,32831453184.0,30.433,-14.079
8788,37572,Singapore,1981,2451730.0,36344500224.0,25.707,-15.531
8789,37573,Singapore,1982,2507222.0,38947999744.0,28.382,10.405
8790,37574,Singapore,1983,2564775.0,42275213312.0,33.397,17.673
8791,37575,Singapore,1984,2624375.0,45996859392.0,31.969,-4.278
8792,37576,Singapore,1985,2685987.0,45678538752.0,32.397,1.34
8793,37577,Singapore,1986,2749737.0,46286409728.0,34.101,5.259
8794,37578,Singapore,1987,2814749.0,51266056192.0,31.811,-6.715
8795,37579,Singapore,1988,2880509.0,56963538944.0,35.281,10.908
8796,37580,Singapore,1989,2945697.0,62766456832.0,41.004,16.222
8797,37581,Singapore,1990,3022218.0,69065572352.0,43.536,6.174
8798,37582,Singapore,1991,3120627.0,74503577600.0,44.235,1.608
8799,37583,Singapore,1992,3228234.0,80669507584.0,47.441,7.248
8800,37584,Singapore,1993,3334134.0,90974445568.0,49.662,4.68
8801,37585,Singapore,1994,3438616.0,102035136512.0,60.086,20.99
8802,37586,Singapore,1995,3543878.0,110414864384.0,40.546,-32.52
8803,37587,Singapore,1996,3651905.0,120048672768.0,48.013,18.416
8804,37588,Singapore,1997,3760649.0,131444244480.0,56.737,18.17
8805,37589,Singapore,1998,3866296.0,129944207360.0,47.412,-16.435
8806,37590,Singapore,1999,3966485.0,139396956160.0,49.2,3.771
8807,37591,Singapore,2000,4053602.0,153483296768.0,48.394,-1.638
8808,37592,Singapore,2001,4121341.0,153706151936.0,49.2,1.666
8809,37593,Singapore,2002,4176799.0,161957806080.0,47.093,-4.282
8810,37594,Singapore,2003,4226417.0,171018076160.0,49.438,4.979
8811,37595,Singapore,2004,4270407.0,189425549312.0,46.859,-5.218
8812,37596,Singapore,2005,4344645.0,205871267840.0,40.322,-13.949
8813,37597,Singapore,2006,4486581.0,226597797888.0,46.471,15.248
8814,37598,Singapore,2007,4663262.0,249987809280.0,47.185,1.537
8815,37599,Singapore,2008,4838404.0,257280245760.0,59.991,27.139
8816,37600,Singapore,2009,5010707.0,258565505024.0,43.129,-28.107
8817,37601,Singapore,2010,5163585.0,301275578368.0,55.066,27.678
8818,37602,Singapore,2011,5281351.0,323579838464.0,31.206,-43.33
8819,37603,Singapore,2012,5381003.0,336108421120.0,48.328,54.867
8820,37604,Singapore,2013,5478063.0,352915685376.0,50.882,5.284
8821,37605,Singapore,2014,5570505.0,365521141760.0,52.252,2.693
8822,37606,Singapore,2015,5650020.0,372585824256.0,56.466,8.064
8823,37607,Singapore,2016,5711936.0,380027207680.0,35.654,-36.857
8824,37608,Singapore,2017,5764489.0,396507480064.0,37.157,4.213
8825,37609,Singapore,2018,5814543.0,410139852800.0,46.02,23.854
8826,37610,Singapore,2019,5866408.0,,29.917,-34.992
8827,37611,Singapore,2020,5909874.0,,29.909,-0.024
8828,37612,Singapore,2021,5941063.0,,32.507,8.684
8829,37743,Sint Maarten (Dutch part),1980,12270.0,,1.042,2.912
8830,37744,Sint Maarten (Dutch part),1981,13158.0,,0.993,-4.75
8831,37745,Sint Maarten (Dutch part),1982,14440.0,,1.11,11.808
8832,37746,Sint Maarten (Dutch part),1983,15948.0,,0.57,-48.606
8833,37747,Sint Maarten (Dutch part),1984,17497.0,,1.424,149.713
8834,37748,Sint Maarten (Dutch part),1985,19088.0,,1.667,17.046
8835,37749,Sint Maarten (Dutch part),1986,20719.0,,0.32,-80.83
8836,37750,Sint Maarten (Dutch part),1987,22419.0,,0.284,-11.098
8837,37751,Sint Maarten (Dutch part),1988,24160.0,,0.28,-1.492
8838,37752,Sint Maarten (Dutch part),1989,25973.0,,0.533,90.358
8839,37753,Sint Maarten (Dutch part),1990,27864.0,,0.57,7.091
8840,37754,Sint Maarten (Dutch part),1991,29846.0,,0.455,-20.203
8841,37755,Sint Maarten (Dutch part),1992,31365.0,,0.375,-17.612
8842,37756,Sint Maarten (Dutch part),1993,31846.0,,0.579,54.368
8843,37757,Sint Maarten (Dutch part),1994,31759.0,,0.555,-4.128
8844,37758,Sint Maarten (Dutch part),1995,31619.0,,0.549,-1.042
8845,37759,Sint Maarten (Dutch part),1996,31433.0,,0.514,-6.456
8846,37760,Sint Maarten (Dutch part),1997,31212.0,,0.538,4.651
8847,37761,Sint Maarten (Dutch part),1998,30981.0,,0.03,-94.48
8848,37762,Sint Maarten (Dutch part),1999,30739.0,,0.222,649.358
8849,37763,Sint Maarten (Dutch part),2000,30513.0,,0.59,165.338
8850,37764,Sint Maarten (Dutch part),2001,30424.0,,0.601,1.829
8851,37765,Sint Maarten (Dutch part),2002,30599.0,,0.579,-3.592
8852,37766,Sint Maarten (Dutch part),2003,30897.0,,0.58,0.067
8853,37767,Sint Maarten (Dutch part),2004,31209.0,,0.608,4.92
8854,37768,Sint Maarten (Dutch part),2005,31519.0,,0.603,-0.887
8855,37769,Sint Maarten (Dutch part),2006,31834.0,,0.628,4.22
8856,37770,Sint Maarten (Dutch part),2007,32157.0,,0.707,12.577
8857,37771,Sint Maarten (Dutch part),2008,32476.0,,0.68,-3.815
8858,37772,Sint Maarten (Dutch part),2009,32783.0,,0.696,2.323
8859,37773,Sint Maarten (Dutch part),2010,33056.0,,0.48,-31.119
8860,37774,Sint Maarten (Dutch part),2011,33336.0,,0.612,27.572
8861,37775,Sint Maarten (Dutch part),2012,35166.0,,0.696,13.8
8862,37776,Sint Maarten (Dutch part),2013,37722.0,,0.714,2.632
8863,37777,Sint Maarten (Dutch part),2014,39124.0,,0.725,1.538
8864,37778,Sint Maarten (Dutch part),2015,40228.0,,0.744,2.525
8865,37779,Sint Maarten (Dutch part),2016,41365.0,,0.744,0.0
8866,37780,Sint Maarten (Dutch part),2017,41901.0,,0.707,-4.926
8867,37781,Sint Maarten (Dutch part),2018,42268.0,,0.689,-2.591
8868,37782,Sint Maarten (Dutch part),2019,43002.0,,0.689,0.0
8869,37783,Sint Maarten (Dutch part),2020,43638.0,,0.588,-14.62
